date,hour,ma_ck,title,weekday,title_new
2023-01-18,13.2,HAG,"HAGL mời cổ đông nắm trên 200.000 cổ phiếu gặp gỡ ban lãnh đạo đầu năm mới, công bố nhà tài trợ mới cho CLB bóng đá",Wednesday,hagl mời cổ_đông nắm cổ_phiếu gặp_gỡ ban lãnh_đạo đầu mới công_bố nhà tài_trợ mới clb
2023-01-12,12.5,HAG,"Hoàng Anh Gia Lai (HAGL) bán bánh chưng Tết nhân Heo ăn chuối Bapi, giá 90.000 đồng/chiếc",Thursday,hoàng gia lai hagl bán bánh_chưng tết heo ăn chuối giá đồng
2023-01-09,17.1,HAG,"Hoàng Anh Gia Lai (HAGL) lãi ngàn tỷ trở lại sau 8 năm, bầu Đức hào phóng thưởng đậm cho nhân viên, mức cao nhất 150 triệu đồng thuộc về người 'trồng chuối'",Monday,hoàng gia lai hagl lãi trở_lại sau đức hào_phóng thưởng đậm nhân_viên mức cao thuộc người trồng chuối
2023-01-06,19.0,HAG,Triển vọng sáng năm 2023 của doanh nghiệp sản xuất thịt,Sunday,triển_vọng sáng doanh_nghiệp sản_xuất thịt
2023-01-30,17.1,HAI,"HAI: Giải trình nguyên nhân, biện pháp khắc phục tình trạng chứng khoán bị đình chỉ giao dịch",Monday,giải_trình nguyên_nhân biện_pháp khắc_phục tình_trạng chứng_khoán bị đình_chỉ
2023-01-30,16.3,HAI,HAI: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-12,13.4,HAI,Bà Bùi Hải Huyền - Phó Chủ tịch thường trực kiêm Tổng giám đốc FLC từ nhiệm vị trí thành viên HĐQT Nông dược H.A.I,Thursday,bùi hải huyền chủ_tịch thường_trực kiêm tổng_giám_đốc nhiệm vị_trí thành_viên hđqt nông_dược h a
2023-01-12,9.3,HAI,HAI: CBTT nhận đơn từ nhiệm bà Bùi Hải Huyền - TVHĐQT,Thursday,cbtt nhận đơn nhiệm bùi hải huyền
2023-02-24,16.2,HAS,HAS: Nghị quyết HĐQT về kế hoạch tổ chức họp ĐHĐCĐ thường niên 2023 và kế hoạch tiền lương,Friday,nghị_quyết hđqt kế_hoạch tổ_chức họp đhđcđ thường_niên kế_hoạch
2023-02-17,16.5,HAS,HAS: Đính chính báo cáo tình hình quản trị công ty năm 2022,Friday,đính_chính báo_cáo tình_hình quản_trị công_ty
2023-01-31,16.4,HAS,HAS: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-31,15.0,HAS,"HAS: Nghị quyết HĐQT v/v thông qua dự kiến kế hoạch doanh thu, lợi nhuận sau thuế năm 2023",Tuesday,nghị_quyết hđqt v v thông_qua dự_kiến kế_hoạch doanh_thu lợi_nhuận sau thuế
2023-01-19,16.4,HAS,HAS: Giải trình biến động lợi nhuận BCTC HN và riêng quý 4/2022 so với cùng kỳ năm trước,Thursday,giải_trình biến_động lợi_nhuận bctc hn riêng so cùng kỳ trước
2023-01-11,16.3,HAS,HAS: Quyết định của Cục thuế Hà Nội v/v xử lý vi phạm hành chính về thuế,Wednesday,quyết_định thuế hà nội v v xử_lý vi_phạm hành_chính thuế
2023-01-16,15.4,HFX,HFX: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-03,19.0,HKB,HKB: Báo cáo quản trị công ty năm 2022,Sunday,báo_cáo quản_trị công_ty
2023-02-22,14.1,HLG,HLG: Cổ đông lớn Nguyễn Văn Được đã mua 1.338.580 CP,Wednesday,cổ_đông lớn nguyễn_văn được đã mua
2023-02-22,14.0,HLG,HLG: Anh bà Lê Ngọc Ánh - Phó Tổng Giám đốc đã mua 1.422.410 CP,Wednesday,lê ngọc ánh tổng_giám_đốc đã mua
2023-02-22,13.4,HLG,HLG: Chị dâu bà Lê Ngọc Ánh - Phó Tổng Giám đốc đã bán 1.422.410 CP,Wednesday,dâu lê ngọc ánh tổng_giám_đốc đã bán
2023-02-15,9.4,HLG,HLG: Anh bà Lê Ngọc Ánh - Phó Tổng Giám đốc đăng ký mua 1.422.410 CP,Wednesday,lê ngọc ánh tổng_giám_đốc đăng_ký mua
2023-02-15,9.4,HLG,HLG: Chị bà Lê Ngọc Ánh - Phó Tổng Giám đốc đăng ký bán 1.422.410 CP,Wednesday,lê ngọc ánh tổng_giám_đốc đăng_ký bán
2023-02-14,15.2,HLG,HLG: Chị dâu bà Lê Ngọc Ánh - Phó Tổng Giám đốc chưa bán CP,Tuesday,dâu lê ngọc ánh tổng_giám_đốc chưa bán
2023-02-14,15.2,HLG,HLG: Anh bà Lê Ngọc Ánh - Phó Tổng Giám đốc chưa mua CP,Tuesday,lê ngọc ánh tổng_giám_đốc chưa mua
2023-02-14,9.4,HLG,HLG: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-14,9.3,HLG,HLG: Quyết định đưa vào diện đình chỉ giao dịch,Tuesday,quyết_định đưa diện đình_chỉ
2023-01-31,17.0,HLG,HLG: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-01-31,17.0,HLG,HLG: Giải trình liên quan đến Báo cáo tài chính Quý 4/ 2022 của công ty mẹ,Tuesday,giải_trình liên_quan báo_cáo tài_chính công_ty mẹ
2023-01-12,16.3,HLG,HLG: Chị dâu bà Lê Ngọc Ánh - Phó Tổng Giám đốc đăng ký bán 1.422.410 CP,Thursday,dâu lê ngọc ánh tổng_giám_đốc đăng_ký bán
2023-01-12,16.3,HLG,HLG: Anh bà Lê Ngọc Ánh - Phó Tổng Giám đốc đăng ký mua 1.422.410 CP,Thursday,lê ngọc ánh tổng_giám_đốc đăng_ký mua
2023-01-12,16.0,HLG,HLG: Ông Phạm Phúc Toại - Chủ tịch HĐQT đã bán 2.813.997 CP,Thursday,phạm phúc toại chủ_tịch hđqt đã bán
2023-01-12,16.0,HLG,HLG: Bà Phạm Thúy An - Phó Chủ tịch HĐQT đã mua 1.137.500 CP,Thursday,phạm thúy an phó_chủ_tịch hđqt đã mua
2023-01-12,15.4,HLG,HLG: Ông Phạm Hoàng Long - Phó Tổng Giám đốc đã mua 831.500 CP,Thursday,phạm hoàng long tổng_giám_đốc đã mua
2023-01-12,15.4,HLG,HLG: Con ông Phạm Phúc Toại - Chủ tịch HĐQT đã mua 844.997 CP,Thursday,con phạm phúc toại chủ_tịch hđqt đã mua
2023-02-23,14.2,HLY,HLY: Nghị quyết HĐQT v/v chốt danh sách cổ đông tham dự ĐHĐCĐ TN 2023,Thursday,nghị_quyết hđqt v v chốt danh_sách cổ_đông tham_dự đhđcđ
2023-02-17,15.3,HLY,HLY: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-01-31,13.1,HNG,"HAGL Agrico (HNG) lỗ kỷ lục 2.800 tỷ trong quý 4/2022, gần 7.000 tỷ lỗ luỹ kế đã 'ngốn' hơn nửa vốn chủ",Tuesday,hagl agrico lỗ kỷ_lục gần lỗ luỹ kế đã ngốn hơn nửa vốn chủ
2023-01-31,8.4,HNG,HNG: Giải trình biện pháp và lộ trình khắc phục tình trạng chứng khoán bị cảnh báo,Tuesday,giải_trình biện_pháp lộ_trình khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-01-31,8.4,HNG,HNG: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-13,10.2,HNG,HAGL Agrico (HNG) xin gia hạn thời gian nộp BCTC quý 4/2022,Friday,hagl agrico xin gia_hạn thời_gian nộp bctc
2023-01-13,9.0,HNG,HNG: Xin gia hạn thời gian nộp BCTC quý 4 năm 2022 và Báo cáo tình hình quản trị năm 2022,Friday,xin gia_hạn thời_gian nộp bctc báo_cáo tình_hình quản_trị
2023-02-14,9.4,HNM,HNM: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-14,9.2,HNM,HNM: Quyết định đưa ra khỏi diện hạn chế giao dịch,Tuesday,quyết_định đưa ra khỏi diện hạn_chế
2023-01-30,17.0,HNM,HNM: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-24,16.2,HOT,HOT: Nghị quyết HĐQT v/v tổ chức họp ĐHĐCĐ thường niên 2023,Friday,nghị_quyết hđqt v v tổ_chức họp đhđcđ
2023-02-09,9.4,HOT,Loạt doanh nghiệp đối mặt với án hủy niêm yết,Thursday,doanh_nghiệp đối_mặt án hủy
2023-02-08,19.3,HOT,"Loạt doanh nghiệp lỗ triền miên, cổ phiếu vào 'tầm ngắm' phải rời sàn",Wednesday,doanh_nghiệp lỗ triền_miên cổ_phiếu tầm ngắm phải rời sàn
2023-02-06,16.0,HOT,HOT: Báo cáo phương án khắc phục tình trạng cổ phiếu có khả năng hủy niêm yết,Monday,báo_cáo phương_án khắc_phục tình_trạng cổ_phiếu có khả_năng hủy
2023-02-02,16.4,HOT,HOT: Nghị quyết HĐQT v/v tiếp tục tạm ngừng hoạt động đối với 02 Văn phòng đại diện,Thursday,nghị_quyết hđqt v v tiếp_tục tạm ngừng hoạt_động đối_với văn_phòng
2023-02-02,16.4,HOT,HOT: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 11,Thursday,giấy chứng_nhận đăng_ký doanh_nghiệp thay_đổi thứ
2023-02-01,17.3,HOT,HOT: Lưu ý Công ty về khả năng hủy niêm yết,Wednesday,lưu_ý công_ty khả_năng hủy
2023-01-19,17.2,HOT,HOT: Giải trình về tình trạng chứng khoán bị kiểm soát,Thursday,giải_trình tình_trạng chứng_khoán bị kiểm_soát
2023-01-19,17.2,HOT,HOT: Giải trình KQKD quý 4/2022 so với cùng kỳ năm trước,Thursday,giải_trình kqkd so cùng kỳ trước
2023-01-13,16.5,HOT,HOT: Bổ nhiệm bà Nguyễn Thị Ngọc Lan giữ chức Tổng GĐ từ 1.1.2023,Friday,bổ_nhiệm nguyễn_thị ngọc_lan giữ chức gđ
2023-01-12,17.5,HOT,HOT: Báo cáo tình hình quản trị công ty năm 2022,Thursday,báo_cáo tình_hình quản_trị công_ty
2023-01-18,11.1,HPI,HPI: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-14,7.5,HSA,"HSA: 3.3.2023, ngày GDKHQ Đại hội đồng cổ đông thường niên năm 2023",Tuesday,đại_hội_đồng cổ_đông thường_niên
2023-02-06,15.2,HSA,HSA: Nghị quyết HĐQT v/v chốt danh sách cổ đông tổ chức ĐHĐCĐ TN 2023,Monday,nghị_quyết hđqt v v chốt danh_sách cổ_đông tổ_chức đhđcđ
2023-01-09,15.4,HSA,HSA: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-01-18,15.4,HSI,HSI: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-13,15.0,HTT,HTT: Ông Đào Văn Chiến - Chủ tịch HĐQT đăng ký mua 630.900 CP,Monday,đào văn chiến chủ_tịch hđqt đăng_ký mua
2023-02-13,14.2,HTT,HTT: Ông Đào Văn Chiến - Chủ tịch HĐQT chưa mua CP,Monday,đào văn chiến chủ_tịch hđqt chưa mua
2023-01-19,16.5,HTT,HTT: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-12,10.0,HTT,HTT: Ông Đào Văn Chiến - Chủ tịch HĐQT đăng ký mua 630.900 CP,Thursday,đào văn chiến chủ_tịch hđqt đăng_ký mua
2023-01-11,13.5,HTT,HTT: Ông Đào Văn Chiến - Chủ tịch HĐQT chưa mua CP,Wednesday,đào văn chiến chủ_tịch hđqt chưa mua
2023-02-15,11.3,HU1,HU1: Bổ sung thông tin trên Báo cáo quản trị Công ty năm 2022,Wednesday,bổ_sung thông_tin báo_cáo quản_trị công_ty
2023-02-15,11.2,HU1,HU1: Nghị quyết HĐQT v/v góp vốn thành lập công ty liên kết,Wednesday,nghị_quyết hđqt v v góp vốn thành_lập công_ty
2023-02-13,13.2,HU1,HU1: Nghị quyết và Biên bản kiểm phiếu ĐHĐCĐ lấy ý kiến cổ đông bằng văn bản,Monday,nghị_quyết biên_bản kiểm_phiếu đhđcđ lấy ý_kiến cổ_đông văn_bản
2023-01-31,16.0,HU1,HU1: Giải trình khắc phục tình trạng chứng khoán bị kiểm soát,Tuesday,giải_trình khắc_phục tình_trạng chứng_khoán bị kiểm_soát
2023-01-18,16.4,HU1,HU1: Giải trình chênh lệch LNST quý 4/2022 so với cùng kỳ năm trước,Wednesday,giải_trình chênh_lệch lnst so cùng kỳ trước
2023-01-17,10.4,HU1,HU1: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-17,10.4,HU1,HU1: Tài liệu họp ĐHĐCĐ bất thường năm 2023 lấy ý kiến cổ đông bằng văn bản,Tuesday,tài_liệu họp đhđcđ lấy ý_kiến cổ_đông văn_bản
2023-01-27,13.2,HU3,HU3: Giải trình khắc phục tình trạng chứng khoán bị kiểm soát,Friday,giải_trình khắc_phục tình_trạng chứng_khoán bị kiểm_soát
2023-01-18,14.2,HU3,HU3: Báo cáo tình hình quản trị công ty năm 2022,Wednesday,báo_cáo tình_hình quản_trị công_ty
2023-02-14,9.5,HVG,HVG: Thông báo điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo điều_chỉnh tình_trạng
2023-02-14,9.3,HVG,HVG: Quyết định đưa vào diện đình chỉ giao dịch,Tuesday,quyết_định đưa diện đình_chỉ
2023-01-09,13.4,HVG,HVG: Cổ đông lớn Phạm Thị Thu Hà đã mua 785.000 CP,Monday,cổ_đông lớn phạm thị thu hà đã mua
2023-02-14,9.2,HVN,Hàng loạt cổ phiếu có nguy cơ bị huỷ niêm yết do nhiều năm thua lỗ triền miên,Tuesday,hàng_loạt cổ_phiếu có nguy_cơ bị huỷ niêm_yết nhiều
2023-02-09,16.4,HVN,Năm kinh doanh ‘buồn’ của 2 ông lớn hàng không,Thursday,buồn lớn
2023-02-09,9.4,HVN,Loạt doanh nghiệp đối mặt với án hủy niêm yết,Thursday,doanh_nghiệp đối_mặt án hủy
2023-02-03,19.0,HVN,Vietnam Airlines muốn bán Skypec - công ty nhiên liệu hàng không lớn nhất Việt Nam để 'từng bước xoá lỗ'?,Sunday,vietnam airlines muốn bán skypec công_ty nhiên_liệu hàng_không lớn nhất việt nam từng bước xoá lỗ
2023-02-02,14.2,HVN,HoSE tiếp tục lưu ý khả năng hủy niêm yết cổ phiếu của Vietnam Airlines (HVN),Thursday,hose tiếp_tục lưu_ý khả_năng hủy niêm_yết cổ_phiếu vietnam airlines
2023-02-02,10.4,HVN,HVN: Lưu ý về khả năng hủy niêm yết,Thursday,lưu_ý khả_năng hủy
2023-01-30,13.0,HVN,Lộ diện các doanh nghiệp lỗ lớn năm 2022,Monday,lộ diện doanh_nghiệp lỗ lớn
2023-01-23,8.0,HVN,Vietnam Airlines lỗ lũy kế hơn 34.000 tỷ đồng,Monday,vietnam airlines lỗ lũy kế hơn
2023-01-19,17.1,HVN,HVN: Giải trình LNST quý 4/2022 và lộ trình khắc phục tình trạng bị kiểm soát,Thursday,giải_trình lnst lộ_trình khắc_phục tình_trạng bị kiểm_soát
2023-01-17,18.0,HVN,HVN: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-02-22,13.5,ISG,ISG: Bổ nhiệm ông Nguyễn Ngọc Minh giữ chức Chủ tịch HĐQT từ 05/05/2023,Wednesday,bổ_nhiệm nguyễn_ngọc_minh giữ chức chủ_tịch hđqt
2023-01-16,15.5,ISG,ISG: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-24,13.2,ITA,"ITA: 24.3.2023, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2023",Friday,tổ_chức đhđcđ thường_niên
2023-02-21,9.5,ITA,ITA: Ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ thường niên 2023,Tuesday,thực_hiện quyền tham_dự đhđcđ
2023-02-14,17.3,ITA,ITA: Nhắc nhở chậm công bố Quyết định của HĐQT v/v thoái vốn tại công ty liên kết,Tuesday,nhắc_nhở chậm công_bố quyết_định hđqt v v thoái vốn công_ty
2023-02-08,10.4,ITA,Tân Tạo (ITA) thoái vốn tại Phát triển Năng lượng Tân Tạo và Đầu tư & Phát triển Đô thị Tân Tạo,Wednesday,tân_tạo thoái vốn phát_triển năng_lượng tân_tạo đầu_tư phát_triển đô_thị
2023-02-07,17.2,ITA,ITA: Quyết định của HĐQT v/v thoái vốn tại CTCP Đầu tư & Phát triển Đô thị Tân Tạo,Tuesday,quyết_định hđqt v v thoái vốn ctcp đầu_tư phát_triển đô_thị
2023-02-07,17.0,ITA,ITA: Quyết định v/v thoái vốn tại CTCP Đầu tư & phát triển đô thị Tân Tạo,Tuesday,quyết_định v v thoái vốn ctcp đầu_tư phát_triển đô_thị
2023-02-01,15.1,ITA,ITA: HĐQT thông qua việc điều chuyển tiền giữa công ty với các bên có liên quan,Wednesday,hđqt thông_qua việc điều_chuyển tiền công_ty bên có
2023-02-01,0.3,ITA,"Buộc thanh lý hợp đồng dự án Kiên Lương, Tân Tạo (ITA) của bà Đặng Thị Hoàng Yến ghi nhận doanh thu âm hàng nghìn tỷ, lỗ ròng kỷ lục 330 tỷ đồng",Wednesday,buộc thanh_lý hợp_đồng dự_án kiên lương tân_tạo đặng_thị hoàng_yến ghi_nhận doanh_thu âm hàng lỗ ròng kỷ_lục
2023-01-31,15.3,ITA,ITA: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-19,17.4,ITA,ITA: Quyết định của HĐQT số 15 ngày 30/12/2022,Thursday,quyết_định hđqt số
2023-01-30,9.4,JOS,JOS: Giải trình chênh lệch lợi nhuận báo cáo tài chính quý 4/2022,Monday,giải_trình chênh_lệch lợi_nhuận báo_cáo tài_chính
2023-02-24,18.3,JVC,JVC: Đơn xin từ nhiệm của ông Lê Minh Chung - Thành viên HĐQT,Friday,đơn xin nhiệm lê_minh chung thành_viên
2023-02-24,13.4,JVC,JVC: Bổ nhiệm ông Phạm Thanh Nam giữ chức danh Tổng Giám đốc từ 22.2.2023,Friday,bổ_nhiệm phạm thanh nam giữ chức_danh tổng_giám_đốc
2023-02-17,16.2,JVC,JVC: Nhận được các quyết định của cơ quan thuế và công ty đã nộp tiền vi phạm theo quyết định,Friday,nhận được quyết_định cơ_quan_thuế công_ty đã nộp tiền vi_phạm theo quyết_định
2023-02-10,16.0,JVC,"JVC: Nghị quyết HĐQT v/v thực hiện các hợp đồng, giao dịch với bên có liên quan",Friday,nghị_quyết hđqt v v thực_hiện hợp_đồng giao_dịch bên có
2023-01-31,15.4,JVC,JVC: Giải trình biến động LNST quý 3/2022 so với cùng kỳ năm trước,Tuesday,giải_trình biến_động lnst so cùng kỳ trước
2023-01-19,13.3,JVC,JVC: Báo cáo tình hình quản trị công ty năm 2022,Thursday,báo_cáo tình_hình quản_trị công_ty
2023-02-24,17.0,KAC,KAC: Nghị quyết HĐQT v/v chuyển nhượng 6% vốn điều lệ của Công ty tại Công ty TNHH Kinh doanh Nhà An Việt Land,Friday,nghị_quyết hđqt v v chuyển_nhượng vốn điều_lệ công_ty công_ty tnhh kinh_doanh nhà an việt
2023-02-14,10.4,KAC,KAC: Quyết định về việc đưa vào diện đình chỉ giao dịch,Tuesday,quyết_định việc đưa diện đình_chỉ
2023-02-14,10.4,KAC,KAC: Thông báo về việc điều chỉnh trạng thái chứng khoán,Tuesday,thông_báo việc điều_chỉnh trạng_thái
2023-02-02,14.4,KHL,KHL: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-14,10.4,KSH,KSH: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-14,10.4,KSH,KSH: Quyết định về việc đưa vào diện cảnh báo,Tuesday,quyết_định việc đưa diện
2023-01-12,13.5,KSH,KSH: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-14,9.0,LCC,LCC: Quyết định về việc đưa vào diện cảnh báo,Tuesday,quyết_định việc đưa diện
2023-01-11,10.2,LCM,LCM: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-22,17.4,LHG,LHG: Ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2023,Wednesday,thực_hiện quyền tham_dự đhđcđ thường_niên
2023-02-22,17.3,LHG,LHG: Nghị quyết HĐQT v/v thống nhất kế hoạch tổ chức ĐHĐCĐ thường niên năm 2023,Wednesday,nghị_quyết hđqt v v thống_nhất kế_hoạch tổ_chức đhđcđ thường_niên
2023-01-30,17.4,LHG,LHG: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-16,16.5,LM3,LM3: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-01-12,14.1,LO5,LO5: Nghị quyết Đại hội đồng cổ đông bất thường năm 2023,Thursday,nghị_quyết đại_hội_đồng cổ_đông bất_thường
2023-01-12,14.0,LO5,LO5: Ký hợp đồng kiểm toán Báo cáo tài chính năm 2022,Thursday,ký hợp_đồng kiểm_toán báo_cáo tài_chính
2023-01-09,16.0,LO5,LO5: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-14,10.3,LQN,LQN: Quyết định về việc đưa ra khỏi diện hạn chế giao dịch,Tuesday,quyết_định việc đưa ra khỏi diện hạn_chế
2023-02-14,10.3,LQN,LQN: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-02,9.2,LQN,LQN: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-22,8.3,LTC,LTC: Đính chính Báo cáo quản trị công ty năm 2022,Wednesday,đính_chính báo_cáo quản_trị công_ty
2023-01-30,14.1,LTC,LTC: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-09,9.4,MCG,Loạt doanh nghiệp đối mặt với án hủy niêm yết,Thursday,doanh_nghiệp đối_mặt án hủy
2023-02-08,19.3,MCG,"Loạt doanh nghiệp lỗ triền miên, cổ phiếu vào 'tầm ngắm' phải rời sàn",Wednesday,doanh_nghiệp lỗ triền_miên cổ_phiếu tầm ngắm phải rời sàn
2023-02-03,13.2,MCG,MCG: Cổ phiếu MCG có khả năng bị hủy niêm yết bắt buộc,Friday,cổ_phiếu có khả_năng bị hủy niêm_yết
2023-02-01,14.3,MCG,MCG: Báo cáo giải trình KQKD quý 4/2022 và tình trạng khắc phục chứng khoán bị kiểm soát,Wednesday,báo_cáo giải_trình kqkd tình_trạng khắc_phục chứng_khoán bị kiểm_soát
2023-01-30,17.2,MCG,MCG: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-02-01,15.5,MCI,MCI: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-02,14.3,MES,MES: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-30,18.3,MHC,MHC: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-13,16.4,MPT,MPT: Báo cáo quản trị công ty năm 2022,Friday,báo_cáo quản_trị công_ty
2023-02-27,16.3,MSN,MSN: Đính chính báo cáo kết quả phát hành trái phiếu ra công chúng,Monday,đính_chính báo_cáo kết_quả phát_hành trái_phiếu ra
2023-02-24,15.1,MSN,MSN: Ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2023,Friday,thực_hiện quyền tham_dự đhcđ thường_niên
2023-02-24,14.3,MSN,MSN121015: Thông báo về ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2023,Friday,thông_báo thực_hiện quyền tham_dự đhđcđ thường_niên
2023-02-23,16.2,MSN,MSN121015: Báo cáo kết quả phát hành trái phiếu MSNH2227002 ra công chúng,Thursday,báo_cáo kết_quả phát_hành trái_phiếu ra
2023-02-23,10.4,MSN,MSN: Báo cáo kết quả phát hành trái phiếu MSNH2227002 ra công chúng,Thursday,báo_cáo kết_quả phát_hành trái_phiếu ra
2023-02-22,16.4,MSN,MSN12001: Thông báo trái phiếu MSN12001 có khả năng bị hủy bỏ niêm yết,Wednesday,thông_báo trái_phiếu có khả_năng bị hủy_bỏ
2023-02-21,15.2,MSN,MSN: Báo cáo kết quả đợt chào bán trái phiếu ra công chúng,Tuesday,báo_cáo kết_quả đợt chào bán trái_phiếu ra
2023-02-21,15.2,MSN,MSN: CBTT chào bán trái phiếu ra công chúng,Tuesday,cbtt chào bán trái_phiếu ra
2023-02-21,15.1,MSN,MSN12001: Thông báo ngày đăng ký cuối cùng để thanh toán tiền lãi và gốc trái phiếu,Tuesday,cuối_cùng thanh_toán tiền lãi gốc
2023-02-21,15.1,MSN,MSN121015: Báo cáo kết quả phát hành trái phiếu MSNH2227001 ra công chúng,Tuesday,báo_cáo kết_quả phát_hành trái_phiếu ra
2023-02-21,15.1,MSN,MSN12001: Thông báo ngày ĐKCC và xác nhận danh sách người sở hữu chứng khoán mã trái phiếu MSN12001,Tuesday,xác_nhận danh_sách người sở_hữu_chứng_khoán mã
2023-02-20,17.2,MSN,MSN121015: Thông báo chào bán trái phiếu ra công chúng mã trái phiếu MSNH2328001,Monday,thông_báo chào bán trái_phiếu ra công_chúng mã
2023-02-17,14.0,MSN,"Đến thời gian đáo hạn, HNX huỷ niêm yết lô trái phiếu 3.000 tỷ của Masan",Friday,thời_gian đáo hạn hnx huỷ niêm_yết lô trái_phiếu
2023-02-16,15.3,MSN,MSN12001: Thông báo về ngày ĐKCC và xác nhận người sở hữu chứng khoán đối với mã trái phiếu MSN12001,Thursday,thông_báo xác_nhận người sở_hữu_chứng_khoán đối_với mã
2023-02-16,14.4,MSN,MSN12002: Thông báo hủy niêm yết trái phiếu MSN12002,Thursday,thông_báo hủy niêm_yết
2023-02-10,15.2,MSN,MSN12002: Thông báo trái phiếu MSN12002 có khả năng bị hủy bỏ niêm yết,Friday,thông_báo trái_phiếu có khả_năng bị hủy_bỏ
2023-02-09,15.2,MSN,MSN12002: Thông báo về ngày ĐKCC và xác nhận danh sách người sở hữu chứng khoán đối với mã trái phiếu MSN12002,Thursday,thông_báo xác_nhận danh_sách người sở_hữu_chứng_khoán đối_với mã
2023-02-09,10.3,MSN,MSN121015: Nghị quyết HĐQT phê duyệt việc ký kết Hợp đồng tín dụng và Hợp đồng Bảo lãnh với các ngân hàng,Thursday,nghị_quyết hđqt phê_duyệt việc ký_kết hợp_đồng tín_dụng hợp_đồng bảo_lãnh ngân_hàng
2023-02-09,0.0,MSN,"Giữa lúc AI gây sốt toàn cầu, tỷ phú Nguyễn Đăng Quang sắp rót 105 triệu USD vào công ty trí tuệ nhân tạo Singapore, tham vọng phát triển Retail AI, Consumer AI",Thursday,lúc gây_sốt toàn_cầu tỷ_phú nguyễn đăng_quang sắp rót công_ty trí_tuệ nhân_tạo singapore tham_vọng phát_triển retail consumer
2023-02-08,17.5,MSN,MSN: Nghị quyết HĐQT v/v ký kết Hợp đồng tín dụng và Hợp đồng bảo lãnh với các ngân hàng,Wednesday,nghị_quyết hđqt v v ký_kết hợp_đồng tín_dụng hợp_đồng bảo_lãnh ngân_hàng
